itemno;title;description;abe-title;abe-description
05720;Necklace, Square Bead, Black and White;A fashionable and edgy necklace for any season in the year. The design of the cubic bead looks great in contrast to the black cord. The clasp is silver coloured and has a small extension chain for easily adjusting the length. The necklace is designed and handmade in Germany.;Kette, Viereckperle spucksilber;Kunststoff-Perle,34x23mm, Oberfläche galvanisch silber-matt mit aufgespritzten Silberfäden an 6-fach Kordel schwarz, Verschluss silber-farbig mit Verlängerungskettchen
05721;Necklace, Beads, 12mm, Yellow, Glossy;This necklace is beautifully beaded of bright yellow beads. The small beads have a diameter of 12mm, while the larger bead in the middle measures about 20mm. It is a classic accessory, which should not be missing in your jewellery case. The clasp is gold coloured and the necklace is designed and beaded in Germany.;Kette, Perle 12mm gelb-glänzend;Collier aus 12mm Rundperlen und als Blickfang mittig eine 20mm Rundperle in leuchtendem gelb-glänzend, Verschluss gold-farbig
05724;NECKLACE, SILK SCARF, YELLOW, 80CM;;Kette, Seidenschal gelb, Perle gelb;100% Seide
05725;NECKLACE, SILK SCARF, APRICOT, 55CM;;Kette, Seidenschal apricot, beige;Tuchkette aus reiner Seide in aprikot, kombiniert mit Kunststoffperle 30mm beige-glänzend, Verschluss goldfarbig
05732;NECKLACE, BEADS, BLUE-MATTE & CHROME, 50CM;;Kette, Perle blau-matt, Perle chrom;ACHTUNG!! Perle weicht vom Foto ab, jede ist ein Einzelstück, 2fach Kordel mittelblau, 2fach Kordel dunkelblau, Verschluss silberfarbig mit Verlängerungskettchen
05734;Necklace, Beads, 6 mm, Black;This is a classic and timeless necklace with glossy black synthetic beads that have a diameter of 6 mm. The clasp is gilded and has a small extension chain for easily adjusting the length.;Kette, Perlen 6mm, schwarz-glanz, 40cm;Collier aus Kunststoffperlen schwarz-glänzend, Verschluss silberfarbig mit Verlängerungskettchen
05735;;;Kette, Perlen 6mm schwarz-glänzend, 40cm;Collier mit Kunststoffperle schwarz-glänzend, Verschluss silberfarbig mit Verlängerungskettchen
05751;Pendant, Nefertiti Pendant, Tinn;A fashionable and edgy necklace for any season in the year. The design of the silver coloured nefertiti pendant looks great in contrast to the black cord. The clasp is silver coloured. The necklace is designed and handmade in Germany.;Kette, Zinn-Nofretete, 3er Moosgummi;Anhänger Zinn-Nofretete, 34x18mm, an 3mm Moosgummi, Verschluss silber-farbig
05848;Necklace, Beads, 8mm, Purple/Wax Coloured;A classic piece of jewellery, which should never be missing in a womans jewellery case. A timeless beaded necklace with 8mm plastic beads, which are purple. The clasp is silver-colored and easily adjustable by a small extension chain. Handmade and designed in Germany.;Kette, Perlen 8mm, lila-wachs;Collier aus 8mm Kunststoffperlen lila-wachs, Verschluss silberfarbig mit Verlängerungskettchen
05849;;;Kette, Panzer, schildpatt;Collier passend zur aktuellen Herbst- und Wintermode, Kunststoff-Panzerkette in schildpatt, 17mm breit, Verschluss goldfarbig mit Verlängerungskettchen
05850;Necklace, Curb Chain, Glossy Brown;Especially matching to the current autumn and winter fashion, this plastic curb chain looks stunning on sweaters and blouses. The dark brown colour looks chic and the 17mm width of the chain makes the necklace look bold and eyecatching. The clasp is gold coloured and has a small extension chain for easily adjusting the length. The necklace is made in Germany.;Kette, Panzer, dunkelbraun-glänzend;Collier passend zur aktuellen Herbst- und Wintermode, Kunststoff-Panzerkette in dunkelbraun, 17mm breit, Verschluss goldfarbig mit Verlängerungskettchen
05851;Necklace, Curb Chain, Glossy Brown;Especially matching to the current autumn and winter fashion, this plastic curb chain looks stunning on sweaters and blouses. The dark brown colour looks chic and the 17mm width of the chain makes the necklace look bold and eyecatching. The clasp is gold coloured and has a small extension chain for easily adjusting the length. The necklace is made in Germany.;Kette, Panzer, dunkelbraun-glänzend;Collier passend zur aktuellen Herbst- und Wintermode, Kunststoff-Panzerkette in dunkelbraun, 17mm breit, Verschluss goldfarbig mit Verlängerungskettchen
05852;Necklace, Curb Chain, Dark Olive Green;Especially matching to the current autumn and winter fashion, this plastic curb chain looks stunning on sweaters adn blouses. The dark olive green colour looks chic and the 17mm width of the chain makes the necklace look bold and eyecatching. The clasp is gold coloured and has a small extension chain for easily adjusting the length. The necklace is made in Germany.;Kette, Panzer, oliv-dunkel glänzend;Collier passend zur aktuellen Herbst- und Wintermode, Kunststoff-Panzerkette in olivgrün, 17mm breit, Verschluss goldfarbig mit Verlängerungskettchen
05853;Necklace, Curb Chain, Olive Green Glossy;Especially matching to the current autumn and winter fashion, this plastic curb chain looks stunning on sweaters and blouses. The dark olive green colour looks chic and the 17mm width of the chain makes the necklace look bold and eyecatching. The clasp is gold coloured and has a small extension chain for easily adjusting the length. The necklace is made in Germany.;Kette, Panzer, oliv-dunkel glänzend;Collier passend zur aktuellen Herbst- und Wintermode, Kunststoff-Panzerkette in olivgrün, 17mm breit, Verschluss goldfarbig mit Verlängerungskettchen
05854;Necklace, Curb Chain, Brown, Glossy;Especially matching to the current autumn and winter fashion, this plastic curb chain looks stunning on sweaters and blouses. The brown colour looks chic and the 17mm width of the chain makes the necklace look bold and eyecatching. The clasp is gold coloured and has a small extension chain for easily adjusting the length. The necklace is made in Germany.;Kette, Panzer, braun-glänzend;Collier passend zur aktuellen Herbst- und Wintermode, Kunststoff-Panzerkette in braun, 17mm breit, Verschluss goldfarbig mit Verlängerungskettchen
05855;Necklace, Curb Chain, Red/Brown, Shiny;Especially matching to the current autumn and winter fashion, this plastic curb chain looks stunning on sweaters and blouses. The red-brown colour looks chic and the 17mm width of the chain makes the necklace look bold and eyecatching. The clasp is gold coloured and has a small extension chain for easily adjusting the length. The necklace is made in Germany.;Kette, Panzer, braun-glänzend;Collier passend zur aktuellen Herbst- und Wintermode, Kunststoff-Panzerkette in braun, 17mm breit, Verschluss goldfarbig mit Verlängerungskettchen
05856;NECKLACE, CURB CHAIN, BLUE, 60CM;;Kette, Panzer, blau marine marmoriert;Collier passend zur aktuellen Herbst- und Wintermode, Kunststoff-Panzerkette in dunkelblau, 17mm breit, Verschluss goldfarbig mit Verlängerungskettchen
05857;Necklace, Curb Chain,Green, Glossy;Especially matching to the current autumn and winter fashion, this plastic curb chain looks stunning on sweaters and blouses. The green colour looks chic and the 17mm width of the chain makes the necklace look bold and eyecatching. The clasp is gold coloured and has a small extension chain for easily adjusting the length. The necklace is made in Germany.;Kette, Panzer, grün glänzend;Collier passend zur aktuellen Herbst- und Wintermode, Kunststoff-Panzerkette in grün, 17mm breit, Verschluss goldfarbig mit Verlängerungskettchen
05858;Necklace, Curb Chain, Green, Glossy;Especially matching to the current autumn and winter fashion, this plastic curb chain looks stunning on sweaters and blouses. The green colour looks chic and the 17mm width of the chain makes the necklace look bold and eyecatching. The clasp is gold coloured and has a small extension chain for easily adjusting the length. The necklace is made in Germany.;Kette, Panzer grün glänzend;Collier passend zur aktuellen Herbst- und Wintermode, Kunststoff-Panzerkette in grün, 17mm breit, Verschluss goldfarbig mit Verlängerungskettchen
05868;Necklace, Beads, Silky Shimmering, White;This necklace is beautifully beaded of 12mm, silky shimmering, white beads and tiny gold coloured beads in turns. The clasp is gold coloured and the necklace is beaded and designed in Germany.;Kette, Perle seide-weiß, Perle gold;Perlen Kunststoff 12mm
05870;Necklace, Beads, Silky Shimmering, White;This necklace is beautifully beaded of 12mm, silky shimmering, white beads and tiny gold coloured beads in turns. The clasp is gold coloured and the necklace is beaded and designed in Germany.;Kette, Perle seide-weiß, Perle gold;sommerliches Collier aus 12mm Kunststoffperlen weiß seidig-glänzend und 4mm Perle mit goldfarbigem Überzug, Verschluss vergoldet mit Verlängerungskettchen
05872;Necklace, Beads, Silky Shimmering, White/Gold-Plated;This necklace has a very elegant design for elegant ladies. The white, silky shimmering beads are combined with some gold-plated little beads, in turns. The necklace has a gold-coloured clasp with a small extension chain for easily adjusting the length. The necklace is handmade and designed in Germany.;Kette, Perle seide-weiß, Perle gold;zeitloses Collier aus 12mm Kunststoffperlen weiß seidig-glänzend und 4mm Perle goldfarbig überzogen, Verschluss vergoldet mit Verlängerungskettchen
05878;Necklace, Beads, Brown Marbled;A fashionable and edgy necklace for any season in the year. The beads are brown marbled and combined with some tiny gold coloured beads in turns. The clasp is gold coloured. The necklace is designed and beaded in Germany.;Kette, Perlen nougat-marmor, gold;Collier mit hochwertigen Kunststoffperlen, braun-marmoriert glänzend und mit goldfarbigem Überzug, Verschluss vergoldet
05879;Necklace, Wire, Beads Red/ Black;This necklace is wonderfully beaded of black and red beads, on a synthetically coated, two-fold wire cord. The necklace has a silver coloured clasp with a small extension chain for easily adjusting the length. The jewellery piece is designed and beaded in Germany.;Kette, Draht, Perlen rot-schwarz;Verschluss silberfarbig mit Verlängerung, Draht schwarz
05883;Necklace, Green/Black Beads, Wire Cord;This necklace is wonderfully beaded of dark green and black beads on a synthetically coated, two-fold wire cord. The necklace has a silver coloured clasp with a small extension chain for easily adjusting the length. The jewellery piece is designed and beaded in Germany.;Kette, Draht, Perlen grün-schwarz;Verschluss silberfarbig mit Verlängerung, Draht silber
05886;collier, beads, red-black;This is a very chic and charming necklace wiht red and black beads on a red/black manifold cord. Sophisticatedly beaded, this necklace is gorgeous and suits for any occasion, whether casual or formal!;Kette, Perlen himbeer-schwarz, Kordel;Kordel schwarz-rot, Perlen Kunststoff
05888;;;Clip, Perle 6mm rund Imitat WW;silberfarbig
05891;Necklace, Beads, 8mm, Olive Green;This necklace is beautifully beaded of dark olive green beads that have a size of 8mm. The clasp is gold coloured and the necklace is beaded and designed in Germany.;Kette, Rundperle, 8mm, olivmatt;Collier mit 8mm Kunststoffperlen olivgrün-matt, Verschluss vergoldet
05896;Necklace, Beads, Olive Green;This necklace is beautifully beaded of dark olive green beads. The clasp is gold coloured and the necklace is beaded and designed in Germany.;Kette, 10er Perle, oliv matt;Collier mit 10mm Kunststoffperlen olivgrün-matt, Verschluss vergoldet
05897;Necklace, Beads, Olive Green;This necklace is beautifully beaded of dark olive green beads and tiny gold coloured beads in turns. The clasp is gold coloured and the necklace is beaded and designed in Germany.;Kette, Perle oliv-matt gold-glänzend;Collier mit 10mm Kunststoffperle olivgrün und 4mm Perle goldfarbig überzogen, Verschluss vergoldet
05926;Necklace, Blue Egg Pendant;This necklace has a stunning, dark blue pendant, with two little beads on top of it. The pendant fits great to retro look outfits, to ancient tradtions as well as to sophisticated fashion trends nowadays. This necklace is a wonderful and eyecatching accessory, which should not be missing in your jewellery case! Made in Germany.;Kette, Olive blau-gold marmoriert;dekoratives Collier mit Anhänger ähnlich großer Olive, lapiz-gold, 42mm, an Kordel schwarz
05945;;;Kette, Ritterherz altgold, Gummi;Collier mit Kunststoff-Ritterherz, 30mm, Oberfläche galvanisiert in altgold an 3mm Gummi, Verschluss gold-farbig mit Verlängerungskettchen
05951;;;Lochperle, Loch 18, altmessing;Loch 18, Tuchperle altmessing
05964;Necklace, Beads 10mm, Raspberry-Red;A classic piece of jewellery, which should never be missing in a womans jewellery case. A timeless beaded necklace with 10mm plastic beads, which are raspberry-red. The clasp is silver-colored and easily adjustable. Produced in Germany.;Kette, Perlen 10mm, himbeer-rot, 45cm;Collier aus 10mm Kunststoffperle rot-marmoriert-glänzend, Verschluss vergoldet mit Verlängerungskettchen
05965;Necklace, 10mm Beads, Raspberry-Red;This piece of jewellery is a classic accessory and should never be missing in a womans jewellery case. A timeless beaded necklace with 10mm plastic beads, which are raspberry-red marbled. The clasp is silver-colored and easily adjustable. Handcrafted in Germany.;Kette, Perlen 10mm, himbeer-rot, 55cm;Collier mit 10mm Kunststoffperlen himbeerrot-marmoriert, Verschluss vergoldet
05966;Necklace, Beads, 6mm, Silky/ Wine/ Red;This necklace is a classic beaded necklace of silky red beads. The beads have a diameter of 6mm and the necklace has a silver-coloured extension chain for easily adjusting the length.;Kette, Perlen 6mm, weinrot-seide, 40cm;Verschluss mit Verlängerungskettchen, Perlen aus Kunststoff
05968;;;Pin, Strass-Libelle, krist-si;-
05969;Necklace, Beads, 6mm, Silky/ Wine/ Red;This necklace is a classic beaded necklace of silky red beads. The beads have a diameter of 6mm and the necklace has a silver-coloured extension chain for easily adjusting the length.;Kette, Perlen 6mm, weinrot-seide, 45cm;Collier mit 6mm Kunststoffperle rot seidig-glänzend, Verschluss mit Verlängerungskettchen
05970;Necklace, Heart, Copper Coloured;This necklace has a stunning, copper coloured pendant, which has a great design of sophisticated details. The pendant fits great to retro look outfits, to ancient tradtions as well as to sophisticated fashion trends nowadays. This necklace is a wonderful and eyecatching accessory, which should not be missing in your jewellery case! It has a silver coloured clasp with a small extension chain for easily adjusting the length. Made in Germany.;Kette, Ritterherz altkupfer;kleines Kunstoff-Herz, 20x18mm, Oberfläche galvanisiert in altkupfer, an Kordel, Verschluss silber-farbig mit Verlängerungskettchen
05971;Necklace, Seashell-Heart Shape, Copper-coloured;This wonderful seashell heart pendant measures 28mmx28mm. The synthetic material has a galvanic surface, which is copper-coloured. The 2mm silicone string is white and matte finished and gives therefore a comfortable sensation when wearing the necklace. The clasp is silver coloured and has a small extension chain for easily adjusting the length.;Kette, Muschelherz kupfer-farbig;Kupfer bedampft
05996;;;Kette, 10mm Perlen, schwarz-rot;Collier aus 10mm Kunststoffperlen schwarz und rot glänzend, Verschluss vergoldet mit Verlängerungskettchen und Perle als Abschluss
06000;Necklace, Eyecatching Disk, Green;This necklace has a stunning, light blue, gold coloured, pendant, which has a great pattern of sophisticated details. The pendant fits great to retro look outfits, to ancient tradtions as well as to sophisticated fashion trends nowadays. This necklace is a wonderful and eyecatching accessory, which should not be missing in your jewellery case! Made in Germany.;Kette, Krokoplatte, Kordel blau;Collier mit Kunststoff-Creole, 40mm, türkis-gold, an Viskose-Kordel hellblau
06003;Necklace, Elephant, Olive Green;This is an extraordinary chic necklace with a green marbled elephant pendant, which measures approximately 35x32mm. The olive green, 1mm cord matches great with the detailed pendant. The elephant symbolises wisdom, intelligence, patience, strength, commitment and devotion. It also represents a lucky charm of two loving people and augurs great happiness in marriage because of strong loyalty and fidelity. The necklace is handmade in Germany.;Kette, Elefant oliv-marmoriert, Holz;Elefant aus Kunststoff, 35x32mm, oliv-marmoriert komplettiert mit Holzperle aus Finnischer Tanne an Kordel oilv
06008;Necklace, Yellow Glass Beads, Wire Cord;This necklace is wonderfully beaded of light yellow and creme coloured round beads, on a synthetically coated, two-fold wire cord. The necklace has a silver coloured clasp with a small extension chain for easily adjusting the length. The jewellery piece is designed and beaded in Germany.;Kette, Glasperlen facettiert gelb;Collier mit facettierten Glasperlen in sattgelb und gelb-transparent, 2-fach Draht silber kunststoffummantelt, Verschluss silber-farbig mit Verlängerungskettchen
06019;Necklace, Olive Shaped Beads, Grooved;A chic necklace with a unique pendant bead of light colour tones and a grooved design. The black cord is a thick black rubber cord (6mm) and the clasp is gold coloured with a small extension chain for easily adjusting the length. Handmade in Germany.;Kette, Rillenolive kristal-matt-gold;Collier mit großer Kunstoff-Rillenolive, 32x26mm, auf 6mm Gummi, Verschluss gold-farbig mit Verlängerungskettchen
06020;Necklace, Bead, 37mm, Turquoise;A chic necklace with a unique pendant bead of a turquoise marbled design. The 6-fold cord has a dark blue colour and matches great with pendant and clasp. The clasp is silver coloured with a small extension chain for easily adjusting the length. Handmade in Germany.;Kette, türkis-blau-marmoriert;große Kunststoff-Perle, 37mm, türkis-blau-marmoriert auf 6-fach Kordel dunkelblau, Verschluss silber-farbig mit Verlängerungskettchen
06021;Necklace, Ivory/Blue, Checkered Pendant Bead;A chic necklace with a unique pendant bead of a ivory/ blue coloured, checkered design. The 4-fold cord has a dark blue colour and matches great with pendant and clasp. The clasp is gold coloured with a small extension chain for easily adjusting the length. Handmade in Germany.;Kette, Olive, elfenbein-blau;große Kunststoff-Olive, 32x26mm, mit Karo beige und dunkelblau an 4-fach Kordel dunkelblau, Verschluss gold-farbig mit Verlängerungskettchen
06063;necklace cord and anchor,lilac;This is a beautiful and extraordinary chic necklace with beads in lilac/aubergine colors which are combined on an gray aluminum anchor chain and a purple cord. Fashionable for the upcoming autumn and winter season.;Kette, lila-kristall, Kordel und Anker;sehr ausgefallenes Collier in den Farben lila, aubergine und kristall-transparent, kombiniert mit Aluminium-Ankerkette in grau und Kordel in lila
06070;Necklace, Flower Beads, Green/ Transparent;A fashionable and edgy necklace for any season in the year. The colours are sophisticatedly combined and the green/transparent flower beads are unique and chic. The synthetically coated wire cord has a small, silver coloured clasp. The necklace is designed and beaded in Germany.;Kette, Blüten, grün, Draht;-
06076;Clip Earrings, Round, Dark Blue;This pair of clip earrings has a beautiful patterned, dark blue surface. The round shape of the clip earrings looks classic and chic. The clips are gold coloured and nickel free. A great accessory for people with sensible earlobes or no pierced earlobes.;Clip, marine matt, Struktur;-
06078;Clip Earrings, Round, Turquoise;This pair of clip earrings has a beautiful patterned, turquoise surface. The round shape of the clip earrings looks classic and chic. The clips are gold coloured and nickel free. A great accessory for people with sensible earlobes or no pierced earlobes.;Clip, türkis matt, Struktur;-
06079;Clip Earrings, Yellow, Matte Polished, Texture;This pair of clip earrings has a beautiful patterned, yellow surface. The round shape of the clip earrings looks classic and chic. The clips are gold coloured and nickel free. A great accessory for people with sensible earlobes or no pierced earlobes.;Clip, gelbton matt, Struktur;-
06080;Clip Earrings, Green, Matte Polished, Texture;This pair of clip earrings has a beautiful patterned, light green surface. The round shape of the clip earrings looks classic and chic. The clips are gold coloured and nickel free. A great accessory for people with sensible earlobes or no pierced earlobes.;Clip, grünton matt, Struktur;-
06087;Clip Earrings, Antique Silver, Edelweiss Flower;This is a beautiful pair of an antique silver design. The flower is the Austrian Edelweiss flower, which only grows high up in the mountains. It symbolizes everlasting life and love, trust and loyality. The clips are silver coloured and nickel free. The latin name for the flower is leontopodium alpinum.;Clip, Edelweiß, altsilber-farbig;-
06093;Clip Earrings, Triangle, Yellow;This pair of clip earrings has a beautiful yellow/ creme colour. The triangle shape of the clip earrings looks chic and edgy. The clips are gold coloured and nickel free. A great accessory for people with sensible earlobes or no pierced earlobes.;Clip, Dreieck, hellgelb-gelbmatt;-
06117;collier, plastic disk, fancy crystal;Such a beautiful necklace should not be missing in your jewellery collection. The decorative two-sided disc-beads and the other silky shining and transparent beads are combined to a beautiful creation on a two-fold white cord (0.6 mm). Two movable knots help for easily adjusting the length.;Kette, kristall-flitter, weiß;frisches Sommercollier mit dekorativer Kunststoff-Scheibe zweiseitig, weiß seidig glänzend und kristall-transparent mit Flitter, kombiniert mit verschiedenen Kunststoffteilen in kristall-flitter und seidig-glänzend, 2-fach Kordel 0,6mm weiß, längenverstell
06122;Necklace, Wide Curb Chain, Crystal Pearl Colour;This is a very decorative necklace for couragous women. The wide curb chain is composed of 17mm wide chain links and combined with some large synthetic elements of crystal-matte colour and white silky shimmering tones. A great accessory for fashionable women.;Kette, Weitpanzer und Perle kristall;sehr dekoratives Collier für die mutige Trägerin, Weitpanzerkette mit 17mm breiten Gliedern kombiniert mit großen Kunststoffperlen in kristall-matt und weiß seidig-glänzend
06124;Necklace, Square and Disk Beads, Crystal White;A summery necklace of differently shaped beads. The square bead measures 25x25mm and has a white, silky shimmering/ crystal clear colour. It is combined with some unique plastic beads of matte polished finishing. The 2-fold, white cord has a thickness of 0.6mm and  it is easily adjustable. Designed and beaded in Germany.;Kette, Viereck kristall-weiß an Kordel;sommerliches Collier mit Viereck  25x25mm zweiseitig, weiß seidig-glänzend und kristall-transparent, kombiniert mit ausgefallenen Kunststoffperlen in kristall-matt und weiß seidig-glänzend, 2-fach Kordel 0,6mm weiß, längenverstellbar mittels Schiebeknoten
06125;necklace disk, wax-white;This is a classy necklace with five plastic disc beads (19 mm), a faceted bead and a grooved olive-shaped transparent bead. The silver-colored clasp has a small extension chain for easily adjusting the length.;Kette, Scheiben, wachsweiß;Collier mit 5x Kunststoffscheibe 19mm wachsweiß, kombiniert mit Facettenperle und Rillenolive in kristall-glänzend, Verschluss silber-farbig mit Verlängerungskettchen
06126;Necklace, Pendant, Green/ Yellow, Matte Polished;A fashionable and edgy necklace for any season in the year. The colours of the pendant look stunning and the black rubber cord matches perfectly. The necklace is designed and assembled in Germany.;Kette, Tropfen grün-gelb-matt;Collier mit Kunststoff-Anhänger in Tropfenform, 36x24mm, grün und gelb, an Moosgummi schwarz, Verschluss gold-farbig, leicht angelaufen
06141;earrings, cyan, inclined bead;This is a fashionable pair of hook earrings, with an special inclined bead shape, a cyan dull surface and sophisticated white-bronze brass hooks. Size: 20x15mm;Ohrhaken, Schrägperle türkis-matt;Ohrhaken mit Kunststoff-Schrägperle 20x15mm in türkis-matt, Haken aus Messing weißbronce
06144;collier, wide curb chain, lilac pearl;This is a very fashionable necklace with a combination of large purple-coloured beads of different shapes and a wide curb chain (17 mm).;Kette, Weitpanzer und Perlen lila;sehr dekoratives Collier für die mutige Trägerin, Weitpanzerkette mit 17mm breiten Gliedern kombiniert mit großen Kunststoffperlen in lila-Tönen
06152;necklace wide curb chain, white pearl;This is a very decorative and fashionable necklace which is beautifully desiged of a light-silver aluminum curb chain and white, different shaped plastic beads.;Kette, Weitpanzer, Perle weiß;sehr dekoratives Collier mit Aluminium-Weitpanzerkette 17mm breit in silber-hell, kombiniert mit Kunststoffperlen in weiß
06154;Necklace, Small Elephant Pendant, Olive Green Marbled;This is an extraordinary chic necklace with an olive green marbled elephant pendant, which measures approximately 16x23mm. The dark, olive-green, 1mm cord can be closed by a gilded, nickel-free clasp which has a small extension chain for easily adjusting the length. The elephant symbolises wisdom, intelligence, patience, strength, commitment and devotion. It also represents a lucky charm of two loving people and augurs great happiness in marriage because of strong loyalty and fidelity. The necklace is handmade in Germany.;Kette, kleiner Elefant, oliv-marmor;kleiner Elefant aus Kunststoff, 23x17mm, oliv-marmoriert an 1mm Kordel oliv, Verschluss gold-farbig mit Verlängerungskettchen
06171;Necklace, Clown, Green, Matte Polished;This funny necklaces is all green coloured. The clown pendant has a matte polished surface and the clasp is gilded. Handemade and designed in Germany.;Kette, Clown, grün-matt, Kordel grün;Collier für Kinder, Clownsgesicht, 29mm, hellgrün-matt an Viscosekordel grün, Verschluss gold-farbig
06183;Clip Earrings, Trapezium, White, Matte Polished;This pair of clip earrings has a beautiful white, matte polished surface. The trapezium shape of the clip earrings looks chic and edgy. The clips are silver coloured and nickel free. A great accessory for people with sensible earlobes or no pierced earlobes.;Clip, Trapez, weiß matt;-
06185;Clip Earrings, Round, White, Pattern;This pair of clip earrings has a beautiful white and patterned surface. The round shape of the clip earrings looks chic and classic. The clips are silver coloured and nickel free. A great accessory for people with sensible earlobes or no pierced earlobes.;Clip, rund, weiß-perlmutt, gehämmert;-
06188;Clip Earrings, Trapezium, Antique Look;This pair of clip earrings has a beautiful olive green surface. The trapezium shape of the clip earrings looks chic and edgy. The clips are gold coloured and nickel free. A great accessory for people with sensible earlobes or no pierced earlobes.;Clip, Trapez, altmessing;-
06212;necklace, tiny elephant, silver;This is a beautiful necklace with a tiny silver-coloured elephant pendant on a two-fold, black cord. The clasp is silver-coloured and nickel-free.;Kette, kleiner Elefant, altsilber;Elefant aus Kunststoff, 38x28mm, altsilber an 2-fach Kordel schwarz, Verschluss silber-farbig
06220;Necklace, 4mm, Rubber, Gold-Plated Clasp;This is a simple and classic rubber cord, made of caoutchouc, which can perfectly be used for pendants or even as a plain cord necklace. The gold-coloured clasp has a small extension chain for easily adjusting the length. The rubber cord is 4mm thick and 45cm long. Handmade in Germany.;Band, 4mm Gummi, 45cm, gold-farbig;Vollgummikette aus Naturkautschuk für Schmuckanhänger, Verschluss vergoldet
06221;Necklace, 4mm, Rubber, Silver-Coloured Clasp;This is a simple and classic rubber cord, made of caoutchouc, which can perfectly be used for pendants or even as a plain cord necklace. The silver coloured clasp has a small extension chain for easily adjusting the length. The rubber cord is 4mm thick and 42cm long. Handmade in Germany.;Band, 4mm Gummi, 42cm, silber-farbig;Vollgummikette aus Naturkautschuk für Schmuckanhänger
06254;Necklace, Dolphin, Light Green, Matte, 45mm;A cute necklace with a pendant that is shaped as a pair of dolphins in light green, matte finished colour. The necklace has a gold coloured clasp with a small extension chain for easily adjusting the length.;Kette, springende Delfine, grün-matt;-
06255;Necklace, Dolphin, Yellow, Matte, 45mm;A cute necklace with a pendant that is shaped as a pair of dolphins in yellow, matte finished colour. The necklace has a gold coloured clasp with a small extension chain for easily adjusting the length.;Kette, springende Delfine, gelb-matt;-
06274;Necklace, Elephant, White/ Gold Coloured;This is an extraordinary chic necklace with a white marbled elephant pendant, which measures approximately 35x32mm. The white 1mm cord can be closed by a gilded, nickel-free clasp which has a small extension chain for easily adjusting the length. The elephant symbolises wisdom, intelligence, patience, strength, commitment and devotion. It also represents a lucky charm of two loving people and augurs great happiness in marriage because of strong loyalty and fidelity. The necklace is handmade in Germany.;Kette, Elefant weiß-gold-marmoriert;Elefant aus Kunststoff, 35x32mm, weiß-gold-marmoriert komplettiert mit Kunststoffperle an Kordel beige
06280;;;Kette, kleiner Elefant, schwarz-gold;kleiner Elefant aus Kunststoff, 23x16mm, schwarz-gold an 1mm Kordel schwarz, Verschluss gold-farbig mit Verlängerungskettchen
06281;necklace wide curb chain, blue pearl;This is a very decorative and fashionable necklace which is beautifully designed of a light-silver aluminum curb chain (12 mm) and blue marbled, different shaped plastic beads.;Kette, Weitpanzer, Perle blau;Collier für die mutige Trägerin, Kunststoffteile in blau und blau-marmoriert-matt sind kombiniert mit Aluminium-Weitpanzerkette 12mm breit in silber-hell
06301;Ring, Plastic, Bright Green;This is an eyecatching, decorative ring of bright green colour. The ring top is approximately 1cm high. Only available in size 54.;Ring, Vollplastik, grün-transparent-matt;nur Größe 54
06308;Ring, Plastic, Bright Orange;This is an eyecatching, decorative ring of bright orange colour. The ring top is approximately 1cm high. Only available in size 54.;Ring, Vollplastik, orange-transparent;nur Größe 54
06315;Ring, Plastic, Bright Blue;This is an eyecatching, decorative ring of bright blue colour. The ring top is approximately 1cm high. Only available in size 58.;Ring, Vollplastik, blau-transparent;6x Glasstein kristall, nur in Größe 54 lieferbar
06327;Necklace, Glass Beads, Light Green/ Blue;This necklace is composed of beautifully shaped and coloured glass beads. The light green beads match great with the colour of the pendant. The clasp is antique gold coloured and the necklace is handmade and designed in Germany.;Kette, Glas, Schliffperle hellgrün;Collier mit geschliffenen Glasperlen in hellgrün, Angänger farblich passend, Verschluss goldfarbig-antik
06333;Brooch, Lemon Piece, Yellow;This brooch is beautiful and a definite must for anyone who likes fruits and lemonade! The yellow enameled surface is well finished and the brooch is matches great with the upcoming spring and summer fashion trends. A wonderful accessory for any occasion!;Brosche, Bogen, gelb, Email;emailliert
06358;Necklace, Clown, Yellow, Matte Polished;This funny necklaces is all yellow coloured. The clown pendant has a matte polished surface and the clasp is gilded. Handemade and designed in Germany.;Kette, Clown, gelb-matt;Collier für Kinder, Clownsgesicht, 29mm, gelb-matt an Gummi gelb, Verschluss goldfarbig
06365;Clip Earrings, Round, White, Hammered;A gorgeous pair of white clip earrings (16mm) which has a design that looks like a wrought surface. The clips are rhodium plated and nickel-free.;Clip, rund weiß-glänzend gehämmert;Clip mit Kunststoff-Bouton 16mm weiß, Oberfläche wie gehämmert, Clipmechanik  rhodiniert
06366;necklace wide curb chain, black pearls;This is a very decorative and fashionable necklace which is beautifully desiged of a light-silver aluminum curb chain (17 mm) and black-coloured, different shaped plastic beads and rings.;Kette, Weitpanzer, Perlen schwarz;sehr dekoratives Collier mit Aluminium-Weitpanzerkette 17mm breit in silber-hell, kombiniert mit Kunststoffperlen und ovalen Ringen in schwarz
06372;Necklace, Silky Shimmering, Light Grey Beads;A classic necklace of light grey, sily shimmering, round beads. The clasp of the necklace is silver coloured and matches great with the light grey colour of the beads. The entire necklace is handmade and designed in Germany. Such jewellery piece should be in every jewellery case, as it is a timeless, classic necklace, that can be used any time of the day, but it can also be a great accessory for evening gowns or cocktail dresses.;Kette, Perlen Seide grau;Collier mit Kunststoffperlen grau, seidig-glänzend, Verschluss silber-farbig
