itemno;title;description;abe-title;abe-description
90195;;Kleiner Herzanhänger, Oberfläche matt-diamantiert, Rückseite glänzend, ein tolles Geschenk für einen lieben Menschen.;Anhänger Herz matt-diam. Silber 925;matt-diamantiert, sehr kleiner Anhänger
90197;;hochwertiger Anhänger massives Silberkreuz, Oberfläche matt und glänzend mit perfektem Diamantschliff, Ein besonderer Eyecatcher als Ausdruck tiefster Religiösität.;Anhänger, Kreuz diamantiert, Silber 925;hochwertiges massives Silberkreuz, matt-glänzend und perfekt diamantiert
90199;;wunderschöner kleiner Anhänger mit 7mm facettiertem Zirkonia rosa in einer Spirale aus Silberdraht, Dezent und doch dekorativ, weniger ist manchmal mehr!;Anhänger, Zirkonia pink, Silber 925;facettierte Kugel mit Silberdraht umwickelt
90200;;Ein besonderes Geschenk für einen lieben Menschen! Anhänger mit 3 beweglichen Herzen, Oberfläche anlaufgeschützt rhodiniert;Anhänger, 3 Herzen rhodiniert Silber 925;drei Herzen einzeln beweglich, hintereinander aufgereiht
90201;;Wunderschöner Partneranhänger in feinster Juwelierqualität, ein Symbol tiefer Freundschaft und Liebe! Diese Herzen sind in Yin und Yang vereint. massiver Freundschaftsanhänger mit 2 Ösen, zum Teilen, auf der Rückseite ist Platz für eine kleine Gravur;Anhänger, Yin-Yang, 2 Herzen Silber 925;massiver Freundschafts-Doppelanhänger mit 2 Ösen, große Fläche mattiert - Herz glänzend, teilbarer Anhänger
90202;;hochwertiger Stecker, Hänger mit je 4 Zirkonia in bester Juwelierqualität, wunderschön verschlungen, Ein besonderes Geschenk für einen lieben Menschen!;Stecker, Hänger je 4x Zirkonia, 925;Zirkonia
90204;;Detailgetreue Nachbildung eines kleinen 9mm Ginkgo-Blattes in Silber 925, die Oberfläche ist glänzend.-Die Chinesen und Japaner verehren den Ginkgo seit Jahrhunderten wegen seiner Lebenskraft als heilig und erbeten unter ihm ihre Wünsche.-;Stecker, 9mm Ginkgoblatt, Silber 925;Oberfläche glänzend
90205;;zeitloser Ohrstecker 5mm Kugel, innen hohl, auch als 2. oder 3. Ohrpiercing geeignet;Stecker, 5mm, Kugel hohl, Silber 925;innen hohl
90206;;kleiner Ohrstecker Tropfen matt mit je 2x Glasstein safir, Ein tolles Geschenk für kleine Mädchen.;Stecker, kleiner Tropfen, 2x safir, 925;Kristall-Glas safir-blau
90208;;detailgetreue Nachbildung eines Ahornblattes, ein filigran gearbeiteter Ohrstecker, Oberfläche glänzend;Stecker, Ahornblatt, Silber 925;-
90209;;Wunderschönes Geschenk für einen besonderen Menschen! filigran gearbeiteter Herzanhänger, Vorder- und Rückseite ausgeformt;Anhänger, Herz diamantiert, Silber 925;Vorder- und Rückseite ausgeformt
90210;;Wunderbar plastisch gearbeiteter Silberanhänger Krebs mit beweglichem Schwanz, feinste Juwelierqualität, anlaufgeschützt rhodiniert auf Hochglanz poliert, Sternzeichen Krebs (cancer) 22. Juni - 22. Juli, Ein Geschenk für viele Gelegenheiten, auch toll als Herrenschmuck.;Anhänger, Krebs rhodiniert, Silber 925;einzelne Teile vom Schwanz beweglich
90211;;Anhänger Buddha, Oberfläche glänzend und anlaufgeschützt rhodiniert, Ein Zeichen zum Ausdruck buddhistischen Glaubens;Anhänger, Buddha, rhodiniert Silber 925;-
90212;;hochwertig gearbeiteter Ohrhänger in bester Juwelierqualität, tropfenförmiger Anhänger hochglänzend mit sehr schönem matt und diamantiertem Abschluss, Ein dekoratives Schmuckstück für die anspruchsvolle Trägerin.;Brisur, Tropfen rhodiniert, Silber 925;glänzend, unten matt und diamantiert
90214;;kleiner putziger Ohrstecker, Oberfläche pink emailliert;Stecker, Komma, pink emailliert, 925;pink emailliert
90215;;filigraner Silber-Anhänger 16x8mm mit Kunststoff-Perle weißwachs und fester Öse;Anhänger, 8mm Perle Imitat, Silber 925;Kunststoff-Perle weißwachs, Öse fest
90216;;kleiner putziger Ohrstecker, Oberfläche hellblau emailliert;Stecker, Komma, hellblau emailliert, 925;hellblau emailliert
90217;;hochwertig gearbeitetes Schmuckstück in bester Juwelierqualität, Anhänger wie zwei Sicheln, über und über mit Zirkonia besetzt, seitliche Schlitze zum Durchziehen einer Kette, Oberfläche anlaufgeschützt rhodiniert, Ein wunderschönes Geschenk für einen lieben Menschen.;Anhänger, Zirkonia rhodiniert Silber 925;Oberfläche anlaufgeschützt rhodiniert
90218;;Wunderschöner kleiner Ohrstecker Schwan, schwarz und weiß emailliert, ein tolles Geschenk für einen besonderen Anlass;Stecker, Schwan, sw-weiß emailliert, 925;schwarz-weiß emailliert
90220;;Ohrstecker Schlange, blau lackiert, Ein tolles Geschenk, denn die Schlange steht allgemein für Weisheit und Erleuchtung!;Stecker, Schlange, blau-si, 925;blau-silber
90221;;;Anhänger, Kreuz m. Zirkonias, Silber 925;Oberfläche micro pave bzw. micro settings mit vielen Zirkonias, anlaufgeschützt rhodiniert
90222;;;Creole, spitzoval, Zirkonia, Silber 925;Klappscharnier mit vielen Zirkonias, leicht verdreht, Drahtstärke ca. 3mm, Oberfläche anlaufgeschützt rhodiniert
90225;;sehr kleiner Ohrstecker Mini-Viereck 2x2mm mit Glasstein kristall, Ein dezentes Schmuckstück auch für 2. und 3. Ohrpiercing.;Stecker, Viereck-kristall, Silber 925;Kristall-Glas, Mini-Viereck
90226;;Wunderschöner und ausgefallener Silberanhänger als Ausdruck tiefer Freundschaft und Liebe, nicht enden wollender flacher Ring mit der Inschrift -THIS CIRCLE IS ROUND AND HAS NO END - AND SO IS MY LOVE FOR YOU- Kann eine Liebeserklärung schöner sein?;Anhänger, circle is round, Silber 925;graviert mit: THIS CIRCLE IS ROUND AND HAS NO END - AND SO IS MY LOVE FOR YOU, Silber 925
90227;;Silberanhänger Engel mit Pfeil und Bogen als Liebesbote, Kopf-Flügel-Pfeil-Bogen vergoldet, Ein besonderes Geschenk als besonderer Liebesbeweis.;Anhänger, Engel mit Pfeil u. Bogen 925;Kopf, Flügel und Pfeil und Bogen vergoldet
90228;;Verwöhnen Sie sich doch einmal selbst und belohnen Sie sich mit diesem hochwertig gearbeiteter Ohrschmuck in feinster Qualität, Creole rhodiniert mit kleinen diamantierten Zwischenstegen, von Innen leicht gehämmert, Ein tolles Schmuckstück für viele Gelegenheiten!;Creole, diamantiert, Silber 925;rhodiniert, Zwischenstege diamantiert
90229;;;Brisur, Schmetterling, Silber 925;Oberfläche rot-weiß emailliert
90230;;Süßer Freundschaftsanhänger in feinster Juwelierqualität, teilbar und mit 2 Ösen, Oberfläche glänzend, die Rückseite ist glatt und für eine kleine Gravur geeignet;Anhänger, 2 Bärchen mit Herz, Silber 925;teilbarer Freundschaftsanhänger mit 2 Ösen, Oberfläche glänzend
90232;;wunderschönes hochwertig gearbeitetes Schmuckstück in 1A Qualität, Anhänger oval über und über mit Zirkonia besetzt, an der Rückseite sind 2 Ösen angelötet zum Durchziehen einer Kette, Oberfläche anlaufgeschützt rhodiniert, Ein ausgefallenes Geschenk für einen besonderen Menschen.;Anhänger, viele Zirkonias, Silber 925;Oberfläche anlaufgeschützt rhodiniert
90233;;wunderschöner niedlicher Anhänger Nachbildung einer Comicfigur aus Peanuts, Oberfläche glänzend anlaufgeschützt rhodiniert, Rückseite glatt, Ein tolles Geschenk für kleine Jungen und Mädchen.;Anhänger, kleiner Junge, Silber 925;Figur aus Zeichentrickfilm, Oberfläche anlaufgeschützt rhodiniert
90234;;Wunderschöner Silberanhänger Flügel eines Engels, als Schutzsymbol, filigran gearbeitet, diamantiert und leicht durchbrochen, Schutzengel sind Gestalten des Schutzes und der Fürsorge.;Anhänger, Flügel rhodiniert, Silber 925;diamantiert
90235;;Dieser Schütze trifft garantiert! Silberanhänger Engel mit Pfeil und Bogen als Liebesbote, ein besonderes Geschenk für einen lieben Menschen. Oberfläche anlaufgeschützt rhodiniert;Anhänger, Engel rhodiniert, Silber 925;Engel mit Pfeil und Bogen
90236;;Silberanhänger in 1A Qualität mit großem, fest gefassten Zirkonia als Blickfang und 3 kleinen Zirkonia auf der festen Schlaufe, die Kette wird direkt durch die große Öse gezogen, die Rückseite ist hohl, ein zeitloses Schmuckstück für jeden Anlass.;Anhänger, Zirkonia, Silber 925;Zirkonia 6mm
90237;;Ist das der SCHLÜSSEL zu Ihrem HERZEN? Dekorativer Silber-Anhänger mit filigran gearbeitetem Griff und Bart, Oberfläche glänzend anlaufgeschützt rhodiniert;Anhänger Schlüssel rhodiniert Silber 925;Schlüsselkopf filigran gearbeitet
90239;;;Anhänger, Kreuz im Herz, Silber 925;Oberfläche micro pave bzw. micro settings mit vielen Zirkonias, anlaufgeschützt rhodiniert
90240;;Ein wunderschönes Geschenk für Geburtstag, Schuleinweihung oder einfach mal als kleine Überraschung zwischendurch. Ein vierblättriges Kleeblatt als Sinnbild des Glückes, kleiner Anhänger Kleeblatt aus 925er Silber, Oberfläche gerillt;Anhänger, Kleeblatt-glänzend Silber 925;-
90241;;Drahtcreole mit Steckverschluss;Creole, 30mm, Silber 925;Drahtcreole mit Steckverschluss, Preis inkl. Aufmachungskarte
90242;;hochwertig gearbeiteter Anhänger großer Anker, beidseitig geformt, Oberfläche hochglänzend anlaufgeschützt rhodiniert, Der Anker als Talisman gibt Halt und ist Sinnbild der Hoffnung, Beständigkeit und Treue.;Anhänger, Anker rhodiniert, Silber 925;beidseitig geformt
90243;;wunderschöner niedlicher Anhänger Nachbildung einer Comicfigur aus Peanuts, Oberfläche glänzend anlaufgeschützt rhodiniert, Rückseite glatt, Ein tolles Geschenk für kleine Jungen und Mädchen.;Anhänger, kleines Mädchen, Silber 925;Figur aus Zeichentrickfilm, Oberfläche anlaufgeschützt rhodiniert
90245;;Silberanhänger mit hochglänzender Oberfläche anlaufgeschützt rhodiniert, Das Symbol Triskell steht für die Einheit von Geburt, Leben und Tod als Weg des Lebens.In der modernen Magie wird es als Schutzsymbol gegen Böse Mächte angesehen.;Anhänger, Triskel, Zeichen, Silber 925;Oberfläche anlaufgeschützt rhodiniert, keltisches Zeichen Triskel, das Triskel ist Symbol für das ewige Leben und geistige Veränderungen
90247;;putziger kleiner Silberanhänger Würfel mit schwarzen Punkten als Talisman und Glücksbringer, Oberfläche anlaufgeschützt rhodiniert;Anhänger, Würfel glänzend, Silber 925;Würfel mit schwarzen Punkten, Oberfläche anlaufgeschützt rhodiniert
90249;;;Anhänger, kleines Kreuz, glänzend, 925;außen mit kleinen Einkerbungen
90250;;sehr schön gearbeitete Anhänger Fische, blau gelb und rosa lackiert, Rückseite verbödet (glatt geschlossen), Verkauf nur als Set a 3 Stück;Anhänger, 3 Fische farbig, 925;rosa-gelb-blau, verbödet (Rückseite glatt geschlossen), Verkauf nur als Set á 3 Stck
90251;;;Stecker, 2mm Viereck Zirkonia Silber 92;mit Zirkonia weiß
90252;;kleiner Ohrstecker mit Zirkonia aqua, Dezent aber doch schmückend, weniger ist manchmal mehr!;Stecker, 2mm Zirkonia aqua, Silber 925;-
90254;;kleiner Ohrstecker Zirkonia topas, Dezent aber doch schmückend, weniger ist manchmal mehr!;Stecker, 2mm Zirkonia topas, Silber 925;-
90255;;sehr gute plastische Darstellung eines Pegasos, Figur aus der griechischen Mythologie, Rückseite hohl, Oberfläche geschwärzt und anlaufgeschützt rhodiniert, Ein Geschenk für viele Gelegenheiten, auch toll als Herrenschmuck.;Anhänger, Pferd mit Flügeln, Silber 925;sehr gute plastische Darstellung, Rückseite hohl, Oberfläche geschwärzt und anlaufgeschützt rhodiniert
90256;;;Anhänger, großer Drache, Silber 925;Oberfläche geschwärzt und anlaufgeschützt rhodiniert
90258;;wunderschöner kleiner Ohrstecker kleines Viereck matt mit Christusmonogramm graviert und blau lackiert, miteinander verbundene Buchstaben XP (Labarum),die ersten beiden Buchstaben des griechischen Wortes Christus, Ein dezentes Schmuckstück als Ausdruck christlichen Glaubens.;Stecker, matt, Fisch-Symbol blau, 925;-
90260;;;Creole, D-Profil hohl, Silber 925;-
90261;;kleine 14mm Drahtcreole mit D-Profil, innen hohl, auch als 2. oder 3. Piercing geeignet;Creole, D-Profil hohl, Silber 925;-
90264;;wunderschön gearbeitetes Schmuckstück in bester Juwelierqualität, Anhänger Kreuz matt und glänzend, diamantiert, Oberfläche anlaufgeschützt rhodiniert, Ein besonderer Eyecatcher als Ausdruck tiefster Religiösität.;Anhänger, Kreuz rhodiniert, Silber 925;mit Schrägstreifen, mattiert
90265;;wunderschön stilvoll gearbeiteter Silberanhänger Blume, Vorderseite teilweise diamantiert, Rückseite glatt, Oberfläche hochglänzend anlaufgeschützt rhodiniert, 925er Stempel auf der Öse, Ein tolles Geschenk für viele Gelegenheiten.;Anhänger, Blume rhodiniert, Silber 925;Vorderseite teil-diamantiert, 925-Stempel ist auf der Öse sichtbar
90266;;kleines hochwertig gearbeitetes Creolenpaar mit Klappscharnier in bester Juwelierqualität, Vorderseite schräg diamantiert, Rückseite glatt, hochglänzend anlaufgeschützt rhodiniert;Creole, rhodiniert, Silber 925;Klappscharnier, vorn schräg diamantiert
90270;;Zeitloser Ohrstecker, Kunststoff-Perle weißwachs 5mm mit Stift Silber 925, eingebrannt. Dieser Stecker macht auch das Outfit einer Braut komplett!;Stecker, 5mm Perle Imitat, Silber 925;Stift Silber 925 eingebrannt, Kunststoff-Perle weißwachs
90271;;putziger Anhänger Mäuschen, Oberfläche weiß und rot emailliert, Ein tolles Geschenk für kleine Mäuse zum Geburtstag, Schuleinweihung oder als kleine Überraschung zwischendurch.;Anhänger, Maus rot-weiß emailliert, 925;-
90273;;Zeitloser Ohrstecker, Kunststoff-Perle weißwachs 8mm und abgeflacht mit Stift Silber 925, eingebrannt. Dieser Stecker macht auch das Outfit einer Braut komplett!;Stecker, 8mm Perle Imitat Silber 925;Stift eingebrannt, Silber 925, Kunststoff-Perle weißwachs, flach
90274;;Zeitloser Ohrstecker, Kunststoff-Perle weißwachs 7mm, Perle in Kessel geklebt mit Stift Silber 925, Dieser Stecker macht auch das Outfit einer Braut komplett!;Stecker, 7mm Perle Imitat in Schale 925;Perle in Kessel geklebt, Stift eingeklebt, Kunststoff-Perle weißwachs
90275;;;Anhänger, Glücksschwein, Silber 925;-
90276;;zeitloser Ohrhänger mit großem Zirkonia amethyst, Oberfläche glänzend, Ein tolles Schmuckstück für viele Gelegenheiten.;Brisur, Zirkonia amethyst, Silber 925;-
90277;;hochwertig gearbeiteter Ohrschmuck in feinster Qualität, Brisur mit einer langen Spirale, Oberfläche glänzend, Ein zeitlos schönes Schmuckstück für die modemutige Trägerin!;Brisur, Spirale, glänzend, Silber 925;-
90278;;;Stecker, 8mm Perle Imitat in Schale 925;Perle in Kessel geklebt, Stift eingeklebt, Kunststoff-Perle weißwachs
90279;;;Stecker, 9mm Perle Imitat, 925;Kunststoff-Perle weißwachs, Stift eingeklebt
90282;;sehr feiner und gleichzeitig ausgefallener Ohrschmuck Durchzieher mit Venezianer-Kettchen 1mm und am Ende kleiner Silberkugel 4mm, Gesamtlänge 110mm;Durchzieher, Kette u. Kugel, Silber 925;Venezianer-Kettchen 1mm, Kugel 4mm, Gesamtlänge 110mm
90283;;putziger kleiner Ohrstecker Mond mit Gesicht, Stiftlänge 11mm, Ein dezentes Schmuckstück für viele Gelegenheiten.;Stecker, Mond glänzend, Silber 925;Stiftlänge: 11mm
90284;;;Stecker, 4mm Perle Imitat, 925;Stift Silber 925 eingebrannt in Kunststoff-Perle weißwachs
90285;;hochwertig gearbeiteter Ohrhänger mit großem 5mm synthetischem Blautopas als besonderer Blickfang, Ein besonderes Schmuckstück für eine besondere Gelegenheit.;Brisur, Blautopas, Zirkonia, Silber 925;synthetischer Blautopas 5mm
90286;;hochwertig gearbeiteter Ohrhänger mit großem 5mm synthetischem Amethyst als besonderer Blickfang, Ein besonderes Schmuckstück für eine besondere Gelegenheit.;Brisur, Amethyst, Zirkonia, Silber 925;synthetischer Amethyst 5mm
90287;;wunderschöner kleiner Ohrstecker kleines Viereck matt mit Christusmonogramm graviert und schwarz lackiert, miteinander verbundene Buchstaben XP (Labarum),die ersten beiden Buchstaben des griechischen Wortes Christus, Ein dezentes Schmuckstück als Ausdruck christlichen Glaubens.;Stecker, Fisch-Symbol, schwarz, 925;quadratisch, matt, schwarz lackiert
90288;;Putziger kleiner Ohrstecker Kätzchen, Oberfläche leicht gehämmert matt, ein wunderschönes Geschenk für alle großen und kleinen Katzenliebhaber;Stecker, Katze matt-glänzend Silber 925;-
90289;;putziger kleiner Ohrhänger mit kleinen Kätzchen, Oberfläche matt, Ein tolles Geschenk für kleine Mäuse!;Brisur, Katze matt-glänzend, Silber 925;-
90290;;hochwertig gearbeitetes Creolenpaar mit Klappscharnier in bester Juwelierqualität, Vorderseite Oberfläche sehr schön gehämmert, Rückseite glatt, hochglänzend anlaufgeschützt rhodiniert, Ein tolles Schmuckstück für die anspruchsvolle DAME!;Creole, rhodiniert, Silber 925;Klappscharnier, vorn diamantiert
90291;;Zeitloser Ohrstecker, Kunststoff-Perle weißwachs 10mm und abgeflacht mit Stift Silber 925, eingebrannt. Dieser Stecker macht auch das Outfit einer Braut komplett!;Stecker, 10mm Perle Imitat Silber 925;Stift Silber 925 eingebrannt in Kunststoff-Perle weißwachs, flach
90292;;hochwertig gearbeitetes Schmuck-Set Quadrate aus Kunststoff durchsichtig mit je 36x Glassteine kristall, Ohrhaken aus 925er Silber;Set, Anhänger/Stecker, Quadrat, 925;Quadrate aus Kunststoff durchsichtig mit je 36x Glassteine kristall
90293;;hochwertig gearbeitetes Creolenpaar in bester Juwelierqualität mit Klappscharnier, Oberfläche anlaufgeschützt rhodiniert, im Sichtbereich 3-teilig, der mittlere Steg ist mit 5 kleinen Zirkonia besetzt, der äußere Steg neigt sich nach außen, Ein dekoratives Schmuckstück für einen besonderen Menschen.;Creole Zirkonias rhodiniert Silber 925;Klappscharnier, mit Zirkonias besetzt
90294;;hochwertig gearbeitetes Creolenpaar mit Klappscharnier in ausgefallenem Design, wie eine Leiter, Stege glatt und sehr schön diamantiert, Oberfläche anlaufgeschützt rhodiniert, Ein wunderschöner Eyecatcher für viele Gelegenheiten.;Creole, durchbrochen, Silber 925;Klappscharnier, rhodiniert, diamantiert
90303;;Silberanhänger Engel mit Herz, ein besonderes Geschenk als Ausdruck tiefer Liebe und Verbundenheit, Oberfläche anlaufgeschützt rhodiniert;Anhänger, Engel mit Herz, Silber 925;anlaufgeschützt rhodiniert
90304;;kleiner Silberanhänger Blumenranke matt, Rand diamantiert, untereinander beweglich, anlaufgeschützt rhodiniert;Anhänger 3 Blumen rhodiniert, Silber 925;Blumen matt, Rand diamantiert, untereinander beweglich
90305;;Wunderschöner Ohrstecker herzförmiger kleiner Zirkonia, ein sehr persönliches Geschenk für einen besonderen Menschen.;Stecker, Zirkonia Herz, Silber 925;-
90306;;Wunderschöner Silberanhänger Löwe, beide Seiten ausgeformt, auch als Sternzeichen (leo) 23. Juli - 23. August, Ein Geschenk für viele Gelegenheiten, auch toll als Herrenschmuck.;Anhänger, Löwe rhodiniert, Silber 925;glänzend
90307;;Gravurplatte 18x3mm in feinster Juwelierqualität für ein ganz persönliches Geschenk, Oberfläche seidenmatt mit schräg diamantierten Linien, anlaufgeschützt rhodiniert;Anhänger, Gravurplatte, Silber 925;seidenmatt mit schräg diamantierten Linien, anlaufgeschützt rhodiniert
90308;;wunderschöner Ohrschmuck in bester Juwelierqualität, tropfenförmiger Anhänger mit 3 Singapourketten, je 43mm, an einer Brisur, Ein tolles Schmuckstück für viele Gelegenheiten!;Brisur mit Singapurketten, Silber 925;mit 3 gleichlangen Singapoure-Kettchen, Gesamtlänge ca. 46mm
90309;;;Anhänger, Kreuz mit Zirkonia Silber 925;matt-glänzend
90310;;hochwertiger Anhänger Charm roter Mund, zum Einhängen in ein Bettelarmband oder eine Kette, die nachgebildeten Lippen sind mit vielen rot funkelnden Glassteinen besetzt, die Rückseite ist silberfarbig glänzend, der Anhänger ist innen hohl, Karabiner 9x5mm, Ein begehrtes Sammelobjekt!;Anhänger, Charm, roter Mund, Silber 925;rote Lippen aus vielen funkelnden Glassteinen, roter Strass-Mund
90311;;Kleiner Silberanhänger für kleine Prinzessinen. Herz mit rot lackierter Oberfläche. verfeinert mit Glasstein kristall;Anhänger, rotes Herz, Glas, Silber 925;Glasstein kristall
90314;;wunderschönes Bauchnabelpiercing mit beweglichem Zirkonia, Steg 11mm lang und 1,5mm stark aus chirurgischem Stahl;Piercing, Banana mit Zirkonia Silber 925;Steg chirurgischer Stahl, Steglänge: 11mm, Stegstärke: 1,5mm, Anhänger mit beweglichem Zirkonia in Silber 925
90316;;hochwertiger Anhänger Charm Palme zum Einhängen in ein Bettelarmband oder eine Kette, die Palmwedel sind beidseitig mit vielen kleinen grün funkelnden Strass-Steinen besetzt, der Anhänger ist innen hohl. Karabiner 9x5mm, Ein begehrtes Sammelobjekt!;Anhänger, Charm Palme, Silber 925;Blätter beidseitig aus grünen Strass-Steinen
90318;;hochwertig gearbeiteter Silberanhänger Kruzifix in feinster Qualiltät, die Strahlen um die Jesusfigur sind geschliffen, Oberfläche anlaufgeschützt rhodiniert;Anhänger, Kreuz mit Jesus, Silber 925;anlaufgeschützt rhodiniert
90319;;hochwertig gefertigter Ohrhänger mit 3 Bögen, ähnlich Strahlen, den Abschluss bildet je ein Zirkonia, anlaufgeschützt rhodiniert, Ein tolles Schmuckstück für die anspruchsvolle DAME. Auch toll als Brautschmuck!;Brisur, Zirkonia rhodiniert, Silber 925;drei Bögen mit Zirkonia am Ende
90322;;;Anhänger, Seepferdchen, Silber 925;Oberfläche micro pave bzw. micro settings mit vielen Zirkonias, anlaufgeschützt rhodiniert
90323;;Hochwertig gearbeiteter Ohrstecker in feinster Juwelierqualität mit 12 Zirkonia verziert, als besonderes Geschenk für einen besonderen Menschen.;Stecker, Herz mit 12x Zirkonia, 925;je 12x Zirkonia
90327;;Ein wunderschönes Geschenk zur Geburt eines Kindes oder als Patengeschenk! Anhänger Gravurplatte auf Hochglanz poliert mit angedeuteter umgeschlagener Ecke, darunter schaut ein kleines putziges Baby hervor, für eine Namensgravur geeignet.;Anhänger, Baby matt-glänzend Silber 925;-
90328;;Anhänger mit Christusmonogramm, miteinander verbundene Buchstaben XP (Labarum),die ersten beiden Buchstaben des griechischen Wortes Christus. Ein dezentes Schmuckstück als Ausdruck christlichen Glaubens.;Anhänger, Jesus-Zeichen, Silber 925;Ichtys-Zeichen, Fisch-Zeichen, Stärke 1mm
90329;;Ohrhänger mit funkelndem Oval, Glasstein 15x4mm hellsafir, Ein tolles Schmuckstück passend zur angesagten Jeansmode.;Brisur, Stein hellsafir, Silber 925;Kristall-Glas hellsafir, Stein 15x4mm
90331a;;;Stecker, kristall, Silber 925;Kristall-Glassteine, 8er Fassung
90331b;;origineller kleiner Ohrstecker mit Glasstein safir, mit 8 Grannen gefasst, Ein dezentes Schmuckstück auch für 2. und 3. Ohrpiercing geeignet.;Stecker, safir, Silber 925;Kristall-Glassteine
90331c;;origineller kleiner Ohrstecker mit Glasstein aqua, mit 8 Grannen gefasst, Ein dezentes Schmuckstück auch für 2. und 3. Ohrpiercing geeignet.;Stecker, aqua, 8er Fassung, Silber 925;Kristall-Glassteine
90331d;;origineller kleiner Ohrstecker mit Glasstein pink, mit 8 Grannen gefasst, Ein dezentes Schmuckstück auch für 2. und 3. Ohrpiercing geeignet.;Stecker, pink, 8er Fassung, Silber 925;Kristall-Glassteine
90331e;;origineller kleiner Ohrstecker mit Glasstein hyazinth, mit 8 Grannen gefasst, Ein dezentes Schmuckstück auch für 2. und 3. Ohrpiercing geeignet.;Stecker, hyazinth, 8er Fassung, 925;Kristall-Glassteine
90331f;;;Stecker, siam-rot, Silber 925;Kristall-Glassteine, 8er Fassung
90331g;;;Stecker, amethyst, Silber 925;Kristall-Glassteine
90331h;;;Stecker, amethyst-hell 8er Fassung, 925;Kristall-Glassteine
90332;;Ohrhänger mit funkelndem Oval, Glasstein 15x4mm kristall, Ein tolles Schmuckstück passend zu vielen Gelegenheiten, auch toll als Brautschmuck.;Brisur, Stein kristall oval, Silber 925;Kristall-Glasstein 15x4mm kristall
90333;;kleiner Ohrstecker Kugel 3mm, innen hohl, auch für 2. und 3. Ohrpiercing geeignet. Dezent aber doch schmückend, weniger ist manchmal mehr!;Stecker, 3mm Kugel, hohl, Silber 925;-
90335;;;Stecker, 5mm Kugel, Silber 925;Oberfläche anlaufgeschützt rhodiniert
90336;;hochwertig gearbeitetes Creolenpaar mit Klappscharnier in bester Juwelierqualität, Muster rundherum, sehr schön diamantiert, hochglänzend anlaufgeschützt rhodiniert, Ein tolles Schmuckstück für viele Gelegenheiten.;Creole diamantiert rhodiniert Silber 925;Klappscharnier
90337;;Feiner kleiner Ohrstecker kleines Herz, Oberfläche glänzend, auch für 2. Ohrpiercing geeignet.;Stecker, kleines Herz, Silber 925;Oberfläche glänzend
90338;;wunderschön filigran gearbeiteter Ohrhänger stilisiertes Blatt, Oberfläche anlaufgeschützt rhodiniert, Ein hochwertiges Schmuckstück für viele Gelegenheiten.;Brisur, Blatt durchbrochen, Silber 925;anlaufgeschützt rhodiniert
90339;;hochmodischer Ohrschmuck für besondere Ansprüche! Ohrhaken mit fein diamantierter Schiene, hängt sehr dekorativ am Ohr;Ohrhaken, diamantiert, Silber 925;-
90341;;wunderschön gearbeitetes Creolenpaar in bester Juwelierqualität mit Klappscharnier, Oberfläche anlaufgeschützt rhodiniert, im Sichtbereich 3-teilig wie eine kleine Krone, zusätzlich mit je 2 Zirkonia besetzt, Einfach königlich! Auch toll als Brautschmuck.;Creole, Zirkonia rhodiniert, Silber 925;Klappscharnier
90342;;hochwertiger Ohrstecker in bester Juwelierqualität, je 5 Zirkonia gefasst und beweglich, Oberfläche anlaufgeschützt rhodiniert, Ein besonderes Schmuckstück für einen besonderen Anlass. Auch toll als Brautschmuck!;Stecker, je 5x Zirkonia gefasst, 925;Oberfläche anlaufgeschützt rhodiniert
90343;;Verschenken Sie doch einmal ein Herz! wunderschöner Anhänger Doppelherz, das Äußere ist glänzend, das Innere hat einen besonders schönen Diamantschliff;Anhänger, Herz diamantiert, Silber 925;-
90345;;Ein wunderschönes Geschenk für kleine Prinzessinen, Brisur mit Verschluss vorn vor dem Ohr, das kleine offene Herz bildet den Rahmen für einen kleinen Glasstein pink, der Rand ist leicht gerillt;Brisur, Herz Glasstein pink, Silber 925;Verschluss vor dem Ohr
90346;;Hochwertig gearbeiteter Silberanhänger in bester Juwelierqualität, großer Flügel eines Engels mit durchbrochener Oberfläche, wunderschönes Schutzsymbol, ein besonderes Geschenk für einen besonderen Menschen, Schutzengel sind Gestalten des Schutzes und der Fürsorge.;Anhänger, Flügel rhodiniert, Silber 925;-
90349;;Das Glück der Erde liegt auf dem Rücken der Pferde! fein gearbeitete Brisur mit Pferd, 925er Silber, ist ein MUSS für die Pferdefreundin!;Brisur, Pferde rechts/links, Silber 925;-
90350;;kleiner dekorativer Silberanhänger, 3-Streifig, in der Mitte diamantiert, seitlich glänzend, im oberen Teil rückseitig eine Öse zum Durchziehen einer Kette;Anhänger, diamantiert glänzend, 925;diamantiert
90351;;Wunderschöner Partneranhänger Yin-Yang in feinster Juwelierqualität, Das Yin-Yang Zeichen ist Ausdruck innerer Ausgeglichenheit, massiver Freundschaftsanhänger mit 2 Ösen, zum Teilen, die Oberfläche ist schwarz-weiß lackiert, Rückseite leicht gehämmert;Anhänger Yin-Yang, lackiert, Silber;Freundschaftsanhänger mit 2 Ösen, teilbar, schwarz-weiß lackiert
90352;;kleiner Herzanhänger, eine Seite matt-diamantiert, eine Seite glänzend, Oberfläche anlaufgeschützt rhodiniert;Anhänger, Herz diamantiert, Silber 925;Vorderseite halbseitig mattiert und diamantiert, anlaufgeschützt rhodiniert
