itemno;title;description;abe-title;abe-description
201005-19;;;Armband, Panzerkette 2x diamantiert, AMD;-
201005-45;;;Kette, Panzerkette 2x diamantiert, AMD;-
201005-50;;;Kette, Panzerkette 2x diamantiert, AMD;-
201005-55;;;Kette, Panzerkette 2x diamantiert, AMD;-
201006-21;;;Armband, Panzerkette 2x diamantiert AMD;-
201006-23;;;Armband, Panzerkette 2x diamantiert AMD;-
201006-50;;;Kette, Panzerkette 2x diamantiert, AMD;-
201351-36;;;Kette, Panzerkette 2x diamantiert AMD;2x diamantiert
201351-38;;;Kette, Panzerkette 2x diamantiert AMD;2x diamantiert
201351-40;;;Kette, Panzerkette 2x diamantiert AMD;2x diamantiert
201351-42;;;Kette, Panzerkette 2x diamantiert AMD;-
201351-45;;;Kette, Panzerkette 2x diamantiert AMD;-
201351-50;;;Kette, Panzerkette 2x diamantiert AMD;2x diamantiert
201401-27;;;Fußkette, Panzer diamantiert, AMD;3 Ösen bei 23, 25 und 27cm mit Endkugel 4mm, diamantiert
201401-40;;;Kette, Panzerkette 2x diamantiert AMD;2x diamantiert
201401-42;;;Kette, Panzerkette, gold-plattiert;2x diamantiert
201401-45;;;Kette, Panzerkette 2x diamantiert AMD;2x diamantiert
201401-50;;;Kette, Panzerkette 2x diamantiert AMD;2x diamantiert
201401-55;;;Kette, Panzerkette 2x diamantiert AMD;2x diamantiert
201401-60;;;Kette, Panzerkette 2x diamantiert AMD;2x diamantiert
201501-100;;;Bauchkette, Panzer 2x diamantiert, AMD;Bikinikette 100cm, am Ende der Kette mit 3 Ösen im Abstand von 6cm und Endkugel 4mm, 2x diamantiert
201501-19;;;Armband, Panzer, 2x diam, FR, AMD;2x diamantiert
201501-42;;;Kette, Panzer 2x diamantiert, AMD;2x diamantiert
201501-45;;;Kette, Panzer 2x diamantiert, AMD;2x diamantiert
201501-50;;;Kette, Panzer 2x diamantiert, AMD;2x diamantiert
201501-55;;;Kette, Panzer 2x diamantiert, AMD;2x diamantiert
201501-60;;;Kette, Panzer 2x diamantiert, AMD;2x diamantiert
201501-70;;;Kette, Panzer 2x diamantiert, AMD;2x diamantiert
201501-90;;;Bauchkette, Panzer 2x diamantiert, AMD;Bikinikette 90cm, am Ende der Kette mit 3 Ösen im Abstand von 6cm und Endkugel 4mm, 2x diamantiert, ca. 6,2g
201601-50;;;Kette, Panzerkette 2x diamantiert, AMD;2x diamantiert
201601-60;;;Kette, Panzerkette 2x diamantiert, AMD;-
201801-19;;;Armband, Panzer 2x diamantiert, AMD;-
201801-21;;;Armband, Panzer 2x diamantiert, AMD;-
201801-40;;;Kette, Panzerkette 2x diamantiert, AMD;-
201801-42;;;Kette, Panzerkette 2x diamantiert, AMD;-
201801-45;;;Kette, Panzerkette 2x diamantiert AMD;-
201801-50;;;Kette, Panzerkette 2x diamantiert AMD;-
201801-55;;;Kette, Panzerkette 2x diamantiert, AMD;-
201801-60;;;Kette, Panzerkette 2x diamantiert, AMD;-
201801-70;;;Kette, Panzer, 2x diamantiert, AMD;-
202006-21;;;Armband, Weitpanzer, 4x diam, KB, AMD;4x diamantiert
202006-23;;;Armband, Weitpanzer, 4x diam, KB, AMD;4x diamantiert
202006-50;;;Kette, Weitpanzer, 4x diam, KB, AMD;4x diamantiert
202006-60;;;Kette, Weitpanzer, 4x diam, KB, AMD;4x diamantiert
202007-90;;;Bauchkette, 90cm, Weitpanzer rund, AMD;Bikinikette 90cm, am Ende der Kette mit 3 Ösen im Abstand von 6cm und Endkugel 4mm
202008-90;;;Bauchkette, 90, Weitpanzer diamant, AMD;Bikinikette 90cm, am Ende der Kette mit 3 Ösen im Abstand von 6cm und Endkugel 4mm, diamantiert
202009-90;;;Bauchkette, Weitpanzer, gold-plattiert;Bikinikette 90cm, Länge beliebig verstellbar, Endkugel 4mm, diamantiert
203001-19;;;Armband, Zwillingspanzer glänzend, AMD;2x diamantiert
203001-42;;;Kette, Zwillingspanzer glänzend, AMD;2x diamantiert
203002-19;;;Armband, Zwillingspanzer glänzend, AMD;2x diamantiert
203002-45;;;Kette, Zwillingspanzer glänzend, AMD;2x diamantiert
203002-50;;;Kette, Zwillingspanzer glänzend, AMD;2x diamantiert
203003-15;;;Schildband, Doppelpanzer 2x diam, AMD;Öse bei 13 und 15cm, Identitätsarmband für Kinder mit Platte ca. 21x6mm, 2x diamantiert
205003-19;;;Armband, Stegpanzer 2x diamantiert, AMD;-
205003-45;;;Kette, Stegpanzer 2x diamantiert, AMD;-
205003-50;;;Kette, Stegpanzer 2x diamantiert, AMD;-
205006-19;;;Armband, Stegpanzer flach, AMD;2x diamantiert
205006-21;;;Armband, Stegpanzer flach, AMD;2x diamantiert
205006-45;;;Kette, Stegpanzer flach, AMD;2x diamantiert
205006-50;;;Kette, Stegpanzer flach, AMD;2x diamantiert
206001-19;;;Armband, Panzer oval gedrückt, AMD;-
206001-21;;;Armband, Panzer oval gedrückt, AMD;-
206001-45;;;Kette, Panzer oval gedrückt, AMD;-
206001-50;;;Kette, Panzer oval gedrückt, AMD;-
206001-60;;;Kette, Panzer oval gedrückt, AMD;
206002-50;;;Kette, 7mm Panzer oval gedrückt AMD;-
206100-27;;;Fußkette, Venezianer diamantiert, AMD;3 Ösen bei 23, 25 und 27cm mit Endkugel 4mm, diamantiert
206100-38;;;Kette, Venezianer diamantiert, AMD;-
206100-40;;;Kette, Venezianer diamantiert, AMD;-
206100-42;;;Kette, Venezianer diamantiert, AMD;-
206100-45;;;Kette, Venezianer diamantiert, AMD;-
206100-50;;;Kette, Venezianer diamantiert, AMD;-
206100-60;;;Kette, Venezianer diamantiert, AMD;diamantiert
206103-45;;;Kette, Venezianer diamantiert, AMD;diamantiert
206105-50;;;Kette, Venezianer diamantiert, AMD;diamantiert
206105-55;;;Kette, Venezianer diamantiert, AMD;diamantiert
206105-60;;;Kette, Venezianer diamantiert, AMD;diamantiert
206105-70;;;Kette, Venezianer diamantiert, AMD;diamantiert
206200-50;;;Kette, Venezianer 2mm, AMD;Halskette in 10/000 Milliem gold-plattiert
206200-60;;;Kette, Venezianer 2mm, AMD;Halskette in 10/000 Milliem gold-plattiert
208001-19;;;Armband, 5mm, S-Panzer, AMD;-
208001-50;;;Kette, S-Panzer, 2x diamantiert, AMD;-
208001-55;;;Kette, S-Panzer, 2x diamantiert, AMD;-
208004-19;;;Armband, 3,5mm, S-Panzer, AMD;-
208004-45;;;Kette, 3,5mm, S-Panzer, AMD;-
208004-50;;;Kette, 3,5mm, S-Panzer, AMD;-
208004-60;;;Kette, 3,5mm, S-Panzer, AMD;-
210006-19;;;Armband, Figaro-Panz. 2x diamantiert AMD;-
210006-45;;;Kette, Figaro-Panz. 2x diamantiert AMD;
210011-19;;;Armband, Figaro, 4x diamantiert, AMD;-
210011-21;;;Armband, Figaro, 4x diamantiert, AMD;4x diamantiert
210011-50;;;Kette, Figaro, 4x diamantiert, AMD;-
210011-60;;;Kette, Figaro 4x diamantiert, AMD;-
210016-15;;;Armband, Schildband Figaro-Panzer, AMD;Öse bei 13 und 15cm, Identitätsarmband für Kinder mit Platte ca. 21x6mm, 2x diamantiert
211000-19;;;Armband, 3,5mm Anker (Erbs) oval, AMD;ovale Kettenglieder, abgerundet
211000-45;;;Kette, 3,5mm Anker (Erbs) oval, AMD;ovale Kettenglieder, abgerundet
211000-50;;;Kette, 3,5mm Anker (Erbs) oval, AMD;ovale Kettenglieder, abgerundet
211001-45;;;Kette, Ankerkette 8x diam, AMD;8x diamantiert
211001-50;;;Kette, Ankerkette 8x diam, AMD;8x diamantiert
211001-55;;;Kette, Ankerkette 8x diam, AMD;8x diamantiert
211002-90;;;Bauchkette, 90cm, Ankerkette, AMD;Bikinikette 90cm, am Ende der Kette mit 3 Ösen im Abstand von 6cm und Endkugel 4mm
211003-19;;;Armband, 6mm Bismarck, AMD;-
211003-21;;;Armband, 6mm Bismarck, AMD;-
211003-45;;;Kette, 6mm Bismarck, AMD;-
211003-50;;;Kette, 6mm Bismarck, AMD;-
211005-19;;;Armband, 4mm Anker Dreikant, AMD;ovale Kettenglieder, glatt
211005-45;;;Kette, 4mm Ankerkette Dreikant, AMD;ovale Kettenglieder, glatt
211005-50;;;Kette, 4mm Ankerkette Dreikant, AMD;ovale Kettenglieder, glatt
211005-70;;;Kette, 4mm Ankerkette Dreikant, AMD;ovale Kettenglieder, glatt
211006-21;;;Armband, Anker 5mm 8x diamantiert, AMD;8x diamantiert
211006-50;;;Kette, Anker 5mm 8x diamantiert, AMD;-
211007-50;;;Kette, Ankerkette 4x diamantiert, AMD;4x diamantiert, ACHTUNG: Kette mit Karabiner-Verschluss 6,28mm
211008-19;;;Armband, 5mm Anker (Erbs) oval, AMD;ovale Kettenglieder, abgerundet
211008-21;;;Armband, 5mm Anker (Erbs) oval, AMD;ovale Kettenglieder, abgerundet
211008-45;;;Kette, 5mm Ankerkette (Erbs) oval AMD;ovale Kettenglieder, abgerundet
211008-50;;;Kette, 5mm Ankerkette (Erbs) oval AMD;ovale Kettenglieder, abgerundet
211008-60;;;Kette, 5mm Ankerkette (Erbs) oval AMD;ovale Kettenglieder, abgerundet
211008-70;;;Kette, 5mm Ankerkette (Erbs) oval AMD;ovale Kettenglieder, abgerundet
211601-27;;;Fußkette, Weitpanzer diamantiert, AMD;3 Ösen bei 23, 25 und 27cm mit Endkugel 4mm, diamantiert
211601-90;;;Bauchkette, Weitpanzer diamantiert, AMD;Bikinikette 90cm, am Ende der Kette mit 3 Ösen im Abstand von 6cm und Endkugel 4mm, 2x diamantiert
213631-19;;;Armband, Figaro-Panz. 2x diamantiert AMD;-
213631-42;;;Kette, Figaro-Panz. 2x diamantiert AMD;diamantiert
213631-45;;;Kette, Figaro-Panz. 2x diamantiert AMD;-
213631-50;;;Kette, Figaro-Panz. 2x diamantiert AMD;-
213631-60;;;Kette, Figaro-Panz. 2x diamantiert AMD;-
213631-70;;;Kette, Figaro-Panz. 2x diamantiert AMD;-
213831-42;;;Kette, Figaro-Panz. 2x diamantiert AMD;-
213831-45;;;Kette, Figaro-Panz. 2x diamantiert AMD;-
213831-50;;;Kette, Figaro-Panz. 2x diamantiert AMD;-
213831-70;;;Kette, Figaro-Panz. 2x diamantiert AMD;-
214710-19;;;Armband, Panzer oval gedrückt, AMD;-
214710-42;;;Kette, Panzer oval gedrückt, AMD;-
214710-45;;;Kette, Panzer oval gedrückt, AMD;-
214710-50;;;Kette, Panzer oval gedrückt, AMD;-
214710-55;;;Kette, Panzer oval gedrückt, AMD;-
214710-60;;;Kette, Panzer oval gedrückt, AMD;-
214760-19;;;Armband, Panzer oval gedrückt, AMD;-
214760-40;;;Kette, Panzer oval gedrückt, AMD;-
214760-42;;;Kette, Panzer oval gedrückt, AMD;-
214760-45;;;Kette, Panzer oval gedrückt, AMD;-
214760-50;;;Kette, Panzer oval gedrückt, AMD;-
214780-38;;;Kette, Panzer oval gedrückt, AMD;-
214780-42;;;Kette, Panzer oval gedrückt, AMD;-
214780-50;;;Kette, Panzer oval gedrückt, AMD;-
214780-70;;;Kette, Panzer oval gedrückt, AMD;-
217000-19;;;Armband, Kordel rund massiv, AMD;-
217003-19;;;Armband, 3mm Kordelkette, AMD;diamantiert
217003-45;;;Kette, 3mm Kordelkette, AMD;diamantiert
217003-50;;;Kette, 3mm Kordelkette, AMD;diamantiert
217003-70;;;Kette, 3mm Kordelkette, AMD;diamantiert
217004-21;;;Armband, 4mm Kordel, AMD;diamantiert
217004-60;;;Kette, 4mm Kordelkette, AMD;diamantiert
217004-70;;;Kette, 4mm Kordelkette, AMD;diamantiert
218000-19;;;Armband, Singapur diamantiert, AMD;-
218000-21;;;Armband, Singapur diamantiert, AMD;-
218000-50;;;Kette, Singapur diamantiert, AMD;-
218000-60;;;Kette, Singapur diamantiert, AMD;-
218000-70;;;Kette, Singapur diamantiert, AMD;-
219000-19;;;Armband, 1,4mm Schlange mit Kugeln, AMD;runde Schlangenkette mit kleinen aufgesetzten Kugeln 3mm im Abstand von etwa 15mm
219000-38;;;Kette, Schlangenkette mit Kugeln, AMD;runde Schlangenkette mit kleinen aufgesetzten Kugeln 3mm im Abstand von etwa 15mm
219000-42;;;Kette, Schlangenkette mit Kugeln, AMD;runde Schlangenkette mit kleinen aufgesetzten Kugeln 3mm im Abstand von etwa 15mm
219000-45;;;Kette, Schlangenkette mit Kugeln, AMD;runde Schlangenkette mit kleinen aufgesetzten Kugeln 3mm im Abstand von etwa 15mm
219000-50;;;Kette, Schlangenkette mit Kugeln, AMD;runde Schlangenkette mit kleinen aufgesetzten Kugeln 3mm im Abstand von etwa 15mm
219001-17;;;Armband, 1mm Schlange glatt, AMD;dünnes Schlangenarmband ca. 1mm
219001-19;;;Armband, 1mm Schlange glatt, AMD;dünnes Schlangenarmband ca. 1mm
219001-42;;;Kette, 1mm Schlangenkette glatt, AMD;dünnes Schlangenkettchen ca. 1mm, Karabiner 6mm
219001-45;;;Kette, 1mm Schlangenkette glatt, AMD;dünnes Schlangenkettchen ca. 1mm, Karabiner 6mm
219002-19;;;Armband, 2mm Schlange glatt, AMD;Schlangenarmband ca. 2mm
219002-36;;;Kette, 2mm Schlangenkette glatt, AMD;-
219002-42;;;Kette, 2mm Schlangenkette glatt, AMD;-
219002-45;;;Kette, 2mm Schlangenkette glatt, AMD;-
219003-19;;;Armband, Schlange, rund, diam, FR, AMD;diamantiert
219004-19;;;Armband, Schlange, rund diam, KB, AMD;diamantiert
219005-19;;;Armband, Schlange, rund-glatt, AMD;-
219005-40;;;Kette, Schlangenkette rund-glatt, AMD;Karabiner 6mm^
219005-42;;;Kette, Schlangenkette rund-glatt, AM;Karabiner 6mm
219005-45;;;Kette, Schlangenkette rund-glatt, AMD;Karabiner 6mm
219005-50;;;Kette, Schlangenkette rund-glatt, AMD;Karabiner 6mm
219005-60;;;Kette, Schlangenkette rund-glatt, AMD;Karabiner 6mm
219005-70;;;Kette, Schlangenkette rund-glatt, AMD;Karabiner 6mm
219006-19;;;Armband, Schlange, rund, diam, FR, AMD;diamantiert
219007-19;;;Armband, Schlange rund diamantiert, AMD;diamantiert
219007-45;;;Kette, Schlange rund diamantiert, AMD;diamantiert
219007-50;;;Kette, Schlange rund diamantiert, AMD;diamantiert
219007-55;;;Kette, Schlange rund diamantiert, AMD;diamantiert
219007-60;;;Kette, Schlange rund diamantiert, AMD;-
219007-70;;;Kette, Schlange rund diamantiert, AMD;-
219010-38;;;Kette, dünne Schlangenkette, AMD;
219010-40;;;Kette, dünne Schlangenkette, AMD;-
219010-42;;;Kette, dünne Schlangenkette, AMD;-
219010-45;;;Kette, dünne Schlangenkette, AMD;-
219010-50;;;Kette, dünne Schlangenkette, AMD;-
219010-60;;;Kette, dünne Schlangenkette, AMD;-
219010-70;;;Kette, dünne Schlangenkette, AMD;-
219011-19;;;Armband, 2,4mm Schlange glatt, AMD;Schlangenarmband ca. 2,4mm
219011-38;;;Kette, 2,4mm Schlangenkette glatt, AMD;-
219011-45;;;Kette 2,4mm Schlangenkette glatt, AMD;-
219011-50;;;Kette 2,4mm Schlangenkette glatt, AMD;-
219011-60;;;Kette 2,4mm Schlangenkette glatt, AMD;-
219011-70;;;Kette 2,4mm Schlangenkette glatt, AMD;-
220000-19;;;Armband, 6x2mm Schlange flach, AMD;Schlangenarmband ca. 6x2mm, sehr weich und biegsam
220000-21;;;Armband, 6x2mm Schlange flach, AMD;Schlangenarmband ca. 6x2mm, sehr weich und biegsam
220000-45;;;Kette, 6x2mm Schlange flach, AMD;Schlangenkette ca. 6x2mm, sehr weich und biegsam
220000-50;;;Kette, 6x2mm Schlange flach, AMD;Schlangenkette ca. 6x2mm, sehr weich und biegsam
220002-19;;;Armband, 4x2mm Schlange flach, AMD;Schlangenarmband ca. 4x2mm, sehr weich und biegsam
220002-42;;;Kette, 4x2mm Schlange flach, AMD;Schlangenkette ca. 4x2mm, sehr weich und biegsam
220002-45;;;Kette, 4x2mm Schlange flach, AMD;Schlangenkette ca. 4x2mm, sehr weich und biegsam
221000-19;;;Armband, 1mm Schlange-Vierkant, AMD;mit festen Zwischenteilen im Abstand von etwa 10mm
221000-42;;;Kette, 1mm Schlange-Vierkant, AMD;mit festen Zwischenteilen im Abstand von etwa 10mm
221000-45;;;Kette, 1mm Schlange-Vierkant, AMD;mit festen Zwischenteilen im Abstand von etwa 10mm
222300-27;;;Fußkette, Ankerkettchen gedreht, AMD;3 Ösen bei 23, 25 und 27cm mit Endkugel 4mm
222600-50;;;Kette, 4, Doppel-Anker, AMD;-
224000-21;;;Armband, Kobra rund, KB , AMD;-
224000-42;;;Kette, Kobra rund, Paloma, AMD;-
224000-50;;;Kette, Kobra rund, Paloma, AMD;-
224000-55;;;Kette, Kobra rund, Paloma, AMD;-
224000-60;;;Kette, Kobra rund, Paloma, AMD;-
224000-70;;;Kette, Kobra rund, Paloma, AMD;-
224001-19;;;Armband, Kobrakette rund, Paloma, AMD;-
224001-42;;;Kette, Kobrakette rund, Paloma, AMD;-
224001-45;;;Kette, Kobrakette rund, Paloma, AMD;-
224001-50;;;Kette, Kobrakette rund, Paloma, AMD;-
224001-60;;;Kette, Kobrakette rund, Paloma, AMD;-
224001-70;;;Kette, Kobrakette rund, Paloma, AMD;-
224760-19;;;Armband, Ankerkette oval gedrückt, AMD;-
224760-40;;;Kette, Ankerkette oval gedrückt, AMD;-
224760-42;;;Kette, Ankerkette oval gedrückt, AMD;-
224760-45;;;Kette, Ankerkette oval gedrückt, AMD;-
225001-100;;;Kette, Erbskette, AMD;Erbskette ohne Verschluss
225002-100;;;Kette, Erbskette Meterware, AMD;Erbskette ohne Verschluss
227000-19;;;Armband, Tigerauge, 2x diamantiert, AMD;-
227000-42;;;Kette, Tigerauge, 2x diamantiert, AMD;-
227000-45;;;Kette, Tigerauge, 2x diamantiert, AMD;-
227000-50;;;Kette, Tigerauge, 2x diamantiert, AMD;-
230002-19;;;Armband, Fantasie mit Kugeln, AMD;Armband besteht aus 4 dünnen kleinen Ankerkettchen die von 4mm kugelähnlichen Zwischenteilen zusammengehalten werden. Sehr filigran.
230002-45;;;Kette, Fantasiekette mit Kugeln, AMD;Kette besteht aus 4 dünnen kleinen Ankerkettchen die von 4mm kugelähnlichen Zwischenteilen zusammengehalten werden. Sehr filigran.
230005-21;;;Armband, Fantasiekette -Euro-, AMD;mit Euro-Muster
230005-50;;;Kette, Fantasiekette -Euro-, AMD;mit Euro-Muster
230006-70;;;Kette, 7mm, Fantasiekette flach, AMD;-
230007-17;;;Armband, Fantasie, flach, AMD;-
230007-19;;;Armband, Fantasiekette flach, AMD;-
230007-21;;;Armband, Fantasiekette flach, AMD;-
230007-42;;;Kette, Fantasiekette flach, AMD;-
230007-45;;;Kette, Fantasiekette flach, AMD;-
230007-50;;;Kette, Fantasiekette flach, AMD;-
230007-55;;;Kette, Fantasiekette flach, AMD;-
230007-60;;;Kette, Fantasiekette flach, AMD;-
230008-19;;;Armband mit kleinen Ringen, AMD;filigranes Armband bestehend aus hunderten von kleinen Ringen (ca. 5mm), fällt sehr weich
230015-17;;;Armband, 5mm Fantasie flach, AMD;-
230015-19;;;Armband, 5mm Fantasie flach, AMD;-
230015-42;;;Kette, 5mm Fantasiekette flach, AMD;-
230015-45;;;Kette, 5mm Fantasiekette flach, AMD;-
230015-50;;;Kette, 5mm Fantasiekette flach, AMD;-
230015-70;;;Kette, 5mm Fantasiekette flach, AMD;-
230020-19;;;Armband, Stäbchen und 3x Kugel, KB, AMD;-
230024-19;;;Armband, Fantasie, Glasperlen aqua, AMD;mit hellblauen Glasperlen in den Kettengliedern
230024-42;;;Kette, Fantasie, Glasperlen aqua, AMD;mit hellblauen Glasperlen in den Kettengliedern
230024-45;;;Kette, Fantasie, Glasperlen aqua, AMD;mit hellblauen Glasperlen in den Kettengliedern
230035-19;;;Armband, Fantasie, Glasperlen rot, AMD;mit roten Glasperlen und kleinen Herzen ca. 6mm
230035-42;;;Kette, Fantasie, Glasperlen rot, AMD;mit roten Glasperlen und kleinen Herzen ca. 6mm
230035-45;;;Kette, Fantasie, Glasperlen rot, AMD;mit roten Glasperlen und kleinen Herzen ca. 6mm
230036-19;;;Armband, Fantasie, Glasperlen blau, AMD;mit hellblauen Glasperlen und kleinen Herzen ca. 6mm
230036-42;;;Kette, Fantasie, Glasperlen blau, AMD;mit hellblauen Glasperlen und kleinen Herzen ca. 6mm
230036-45;;;Kette, Fantasie, Glasperlen blau, AMD;mit hellblauen Glasperlen und kleinen Herzen ca. 6mm
232002-21;;;Armband, Vierkant, rund glzd, KB, AMD;-
232003-19;;;Armband, Vierkant, diam, KB, AMD;diamantiert
232004-19;;;Armband, Vierkant, diam, KB, AMD;diamantiert
232006-19;;;Armband, Vierkant, diam, KB, AMD;diamantiert
233000-70;;;Kette, Weitanker mit Muster, AMD;Langanker-Kette
237000-19;;;Armband, 3mm Königskette Vierkant, AMD;diamantiert 
237000-21;;;Armband, 3mm Königskette Vierkant, AMD;diamantiert, Karabiner 9mm 
237000-45;;;Kette, 3mm Königskette Vierkant, AMD;diamantiert
237000-50;;;Kette, 3mm Königskette Vierkant, AMD;diamantiert, Karabiner 6mm
237000-55;;;Kette, 3mm Königskette Vierkant, AMD;diamantiert, Karabiner 6mm
237000-60;;;Kette, 3mm Königskette Vierkant, AMD;diamantiert, Karabiner 6mm
237000-70;;;Kette, 3mm Königskette Vierkant, AMD;diamantiert, Karabiner 6mm
237002-19;;;Armband, 5mm Königskette Vierkant, AMD;diamantiert, Karabiner 9mm
237002-21;;;Armband, 5mm Königskette Vierkant, AMD;diamantiert, Karabiner 9mm
237002-45;;;Kette, 5mm Königskette Vierkant, AMD;diamantiert, Karabiner 9mm
237002-50;;;Kette, 5mm Königskette Vierkant, AMD;diamantiert, Karabiner 9mm
237002-55;;;Kette, 5mm Königskette Vierkant, AMD;diamantiert, Karabiner 10mm
237002-60;;;Kette, 5mm Königskette Vierkant, AMD;diamantiert, Karabiner 10mm
237002-70;;;Kette, 5mm Königskette Vierkant, AMD;diamantiert
237003-21;;;Armband, 6mm Königskette Vierkant, AMD;diamantiert
237003-23;;;Armband, 6mm Königskette Vierkant, AMD;diamantiert, Karabiner 10mm
237003-50;;;Kette, 6mm Königskette Vierkant, AMD;diamantiert, Karabiner 10mm
237003-55;;;Kette, 6mm Königskette Vierkant, AMD;diamantiert, Karabiner 10mm
237003-60;;;Kette, 6mm Königskette Vierkant, AMD;diamantiert, Karabiner 10mm
237004-23;;;Armband, 7mm Königskette Vierkant, AMD;diamantiert, Karabiner 11,7mm
237004-55;;;Kette, 7mm Königskette Vierkant, AMD;diamantiert, Karabiner 12mm
237004-60;;;Kette, 7mm Königskette Vierkant, AMD;diamantiert, Karabiner 12mm
237005-19;;;Armband, 5mm Königskette rund, AMD;sehr weich und anschmiegsam
237005-21;;;Armband, 5mm Königskette rund, AMD;sehr weich und anschmiegsam
237005-45;;;Kette, 5mm Königskette rund, AMD;sehr weich und anschmiegsam
237005-50;;;Kette, 5mm Königskette rund, AMD;sehr weich und anschmiegsam
238000-42;;;Kette, Tonda rund, gold-plattiert;-
238000-45;;;Kette, Tonda rund, gold-plattiert;-
244350-19;;;Armband, Singapur diamantiert, AMD;-
244350-27;;;Fußkette, Singapur gold-plattiert, 925;Kette Silber 925, 3 Ösen bei 23, 25 und 27cm, 4mm Endkugel, gold-plattiert 10/000
244350-38;;;Kette, Singapur diamantiert, AMD;-
244350-40;;;Kette, Singapur diamantiert, AMD;-
244350-42;;;Kette, Singapur diamantiert, AMD;-
244350-45;;;Kette, Singapur diamantiert, AMD;-
244350-50;;;Kette, Singapur diamantiert, AMD;-
244350-55;;;Kette, Singapur diamantiert, AMD;-
244350-60;;;Kette, Singapur diamantiert, AMD;-
244350-90;;;Bauchkette, Singapur, gold-plattiert;Bikinikette gold-plated (vergoldet), am Ende der Kette 3 Ösen im Abstand von 6cm  mit Endkugel 4mm, diamantiert
30001-56;;Ein wunderschöner, vergoldeter Fingerring in hochwertiger Double-Qualität, in der Mitte verziert mit einer synthetischen Perle 7,5mm und vielen Zirkonias auf den beiden geschwungenen Bögen.;Ring, Perle, vergoldet, 3 Micron;Ein wunderschöner, vergoldeter Fingerring in hochwertiger Double-Qualität, in der Mitte verziert mit einer synthetischen Perle 7,5mm und vielen Zirkonias auf den beiden geschwungenen Bögen.
30001-58;;Ein wunderschöner, vergoldeter Fingerring in hochwertiger Double-Qualität, in der Mitte verziert mit einer synthetischen Perle 7,5mm und vielen Zirkonias auf den beiden geschwungenen Bögen.;Ring, Perle, vergoldet, 3 Micron;Ein wunderschöner, vergoldeter Fingerring in hochwertiger Double-Qualität, in der Mitte verziert mit einer synthetischen Perle 7,5mm und vielen Zirkonias auf den beiden geschwungenen Bögen.
30001-60;;Ein wunderschöner, vergoldeter Fingerring in hochwertiger Double-Qualität, in der Mitte verziert mit einer synthetischen Perle 7,5mm und vielen Zirkonias auf den beiden geschwungenen Bögen.;Ring, Perle, vergoldet 3 Micron;Ein wunderschöner, vergoldeter Fingerring in hochwertiger Double-Qualität, in der Mitte verziert mit einer synthetischen Perle 7,5mm und vielen Zirkonias auf den beiden geschwungenen Bögen.
30001-62;;Ein wunderschöner, vergoldeter Fingerring in hochwertiger Double-Qualität, in der Mitte verziert mit einer synthetischen Perle 7,5mm und vielen Zirkonias auf den beiden geschwungenen Bögen.;Ring, Perle, vergoldet 3 Micron;Ein wunderschöner, vergoldeter Fingerring in hochwertiger Double-Qualität, in der Mitte verziert mit einer synthetischen Perle 7,5mm und vielen Zirkonias auf den beiden geschwungenen Bögen.
30001-64;;Ein wunderschöner, vergoldeter Fingerring in hochwertiger Double-Qualität, in der Mitte verziert mit einer synthetischen Perle 7,5mm und vielen Zirkonias auf den beiden geschwungenen Bögen.;Ring, Perle, vergoldet 3 Micron;Ein wunderschöner, vergoldeter Fingerring in hochwertiger Double-Qualität, in der Mitte verziert mit einer synthetischen Perle 7,5mm und vielen Zirkonias auf den beiden geschwungenen Bögen.
30001-66;;Ein wunderschöner, vergoldeter Fingerring in hochwertiger Double-Qualität, in der Mitte verziert mit einer synthetischen Perle 7,5mm und vielen Zirkonias auf den beiden geschwungenen Bögen.;Ring, Perle, vergoldet 3 Micron;Ein wunderschöner, vergoldeter Fingerring in hochwertiger Double-Qualität, in der Mitte verziert mit einer synthetischen Perle 7,5mm und vielen Zirkonias auf den beiden geschwungenen Bögen.
30002-56;;Ein wunderschöner, vergoldeter Fingerring in hochwertiger Double-Qualität, verziert mit vielen Zirkonias auf beiden geschwungenen Bögen.;Ring, Zirkonia, vergoldet 3 Micron;Ein wunderschöner, vergoldeter Fingerring in hochwertiger Double-Qualität, verziert mit vielen Zirkonias auf beiden geschwungenen Bögen.
30002-58;;Ein wunderschöner, vergoldeter Fingerring in hochwertiger Double-Qualität, verziert mit vielen Zirkonias auf beiden geschwungenen Bögen.;Ring, Zirkonia, vergoldet 3 Micron;Ein wunderschöner, vergoldeter Fingerring in hochwertiger Double-Qualität, verziert mit vielen Zirkonias auf beiden geschwungenen Bögen.
30002-60;;Ein wunderschöner, vergoldeter Fingerring in hochwertiger Double-Qualität, verziert mit vielen Zirkonias auf beiden geschwungenen Bögen.;Ring, Zirkonia, vergoldet 3 Micron;Ein wunderschöner, vergoldeter Fingerring in hochwertiger Double-Qualität, verziert mit vielen Zirkonias auf beiden geschwungenen Bögen.
30002-62;;Ein wunderschöner, vergoldeter Fingerring in hochwertiger Double-Qualität, verziert mit vielen Zirkonias auf beiden geschwungenen Bögen.;Ring, Zirkonia, vergoldet 3 Micron;Ein wunderschöner, vergoldeter Fingerring in hochwertiger Double-Qualität, verziert mit vielen Zirkonias auf beiden geschwungenen Bögen.
